claim_status,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
claim,not verified,active,975526.0,63809.0,3548.0,1469.0,662.0
claim,not verified,active,742026.0,135623.0,18176.0,1545.0,385.0
claim,not verified,active,416974.0,272209.0,62811.0,1374.0,493.0
claim,not verified,active,361719.0,152141.0,25772.0,114.0,16.0
claim,not verified,active,440112.0,205865.0,50813.0,305.0,111.0
claim,not verified,active,946003.0,612661.0,81341.0,2472.0,683.0
claim,not verified,active,824031.0,361804.0,103629.0,3218.0,1097.0
claim,not verified,active,299511.0,154935.0,7234.0,3813.0,1955.0
claim,not verified,active,270524.0,53822.0,1682.0,870.0,419.0
claim,not verified,active,784038.0,45886.0,3977.0,1072.0,633.0
claim,not verified,active,861043.0,276946.0,105766.0,1874.0,153.0
claim,not verified,active,828216.0,267908.0,103470.0,4631.0,209.0
claim,verified,active,69637.0,42889.0,1716.0,761.0,402.0
claim,not verified,active,930166.0,478736.0,88557.0,5950.0,149.0
claim,not verified,banned,960482.0,97655.0,9816.0,556.0,272.0
claim,not verified,active,536166.0,171833.0,7112.0,100.0,47.0
claim,not verified,active,832049.0,6249.0,1385.0,128.0,15.0
claim,not verified,active,717003.0,475024.0,5910.0,7808.0,1960.0
claim,not verified,active,883024.0,75529.0,11410.0,929.0,141.0
claim,not verified,active,344799.0,184553.0,48620.0,2929.0,1932.0
claim,not verified,active,521092.0,93977.0,14007.0,1362.0,257.0
claim,not verified,active,498506.0,33842.0,1678.0,705.0,209.0
claim,not verified,under review,730825.0,24220.0,4951.0,531.0,305.0
claim,not verified,active,34404.0,13280.0,1062.0,280.0,41.0
claim,not verified,active,847492.0,240094.0,27569.0,2651.0,713.0
claim,not verified,under review,301357.0,61871.0,14558.0,793.0,138.0
claim,not verified,banned,205035.0,77342.0,30803.0,1039.0,649.0
claim,not verified,active,978683.0,632464.0,60042.0,744.0,262.0
claim,not verified,under review,100934.0,24414.0,7571.0,110.0,9.0
claim,not verified,under review,263497.0,8133.0,27.0,138.0,43.0
claim,not verified,active,420042.0,167118.0,53889.0,4138.0,2652.0
claim,not verified,under review,382767.0,246317.0,65359.0,1914.0,424.0
claim,not verified,active,40589.0,3104.0,100.0,69.0,42.0
claim,verified,active,706867.0,275783.0,35986.0,4545.0,1771.0
claim,not verified,active,884772.0,215158.0,48893.0,5310.0,3287.0
claim,not verified,active,824769.0,395982.0,105590.0,3007.0,305.0
claim,not verified,banned,519298.0,28130.0,4948.0,155.0,22.0
claim,not verified,active,687448.0,46526.0,10492.0,930.0,31.0
claim,not verified,active,437574.0,144627.0,27401.0,231.0,112.0
claim,not verified,active,659414.0,1820.0,512.0,9.0,3.0
claim,not verified,under review,491600.0,34388.0,8268.0,468.0,142.0
claim,not verified,under review,512392.0,227499.0,76730.0,2747.0,1505.0
claim,not verified,active,30737.0,2388.0,64.0,32.0,1.0
claim,not verified,active,628888.0,80075.0,18074.0,952.0,370.0
claim,not verified,active,506122.0,102624.0,11760.0,1946.0,302.0
claim,not verified,active,37251.0,5840.0,1037.0,128.0,40.0
claim,not verified,under review,270592.0,26801.0,7194.0,177.0,77.0
claim,not verified,active,100742.0,61106.0,11093.0,1418.0,757.0
claim,not verified,active,617006.0,28792.0,6001.0,579.0,286.0
claim,not verified,active,506232.0,268442.0,7872.0,4889.0,1894.0
claim,not verified,active,516341.0,322311.0,21732.0,5336.0,252.0
claim,verified,active,477443.0,39303.0,3788.0,116.0,41.0
claim,verified,banned,875113.0,153548.0,39276.0,1191.0,246.0
claim,not verified,under review,337777.0,59460.0,20844.0,131.0,23.0
claim,not verified,active,164335.0,102686.0,39984.0,1124.0,439.0
claim,not verified,active,680053.0,422370.0,127082.0,9090.0,2444.0
claim,not verified,active,216540.0,63962.0,8840.0,644.0,9.0
claim,not verified,active,510877.0,209744.0,81346.0,3772.0,466.0
claim,not verified,active,470452.0,140651.0,15265.0,3217.0,1972.0
claim,not verified,active,59465.0,33295.0,444.0,68.0,29.0
claim,not verified,active,606760.0,368267.0,61379.0,3868.0,2042.0
claim,not verified,active,177118.0,115040.0,20147.0,723.0,247.0
claim,not verified,active,897431.0,148158.0,2499.0,334.0,202.0
claim,not verified,active,749690.0,291570.0,973.0,2721.0,1344.0
claim,not verified,active,779186.0,235042.0,48497.0,1044.0,317.0
claim,not verified,under review,676722.0,37639.0,12153.0,800.0,201.0
claim,not verified,active,493666.0,193180.0,73093.0,1787.0,674.0
claim,not verified,under review,272847.0,154564.0,52965.0,1283.0,556.0
claim,not verified,active,734399.0,460855.0,18812.0,5384.0,679.0
claim,not verified,under review,419623.0,184486.0,72058.0,1297.0,313.0
claim,not verified,banned,266873.0,34207.0,12119.0,375.0,39.0
claim,not verified,under review,120741.0,32670.0,9563.0,377.0,20.0
claim,not verified,active,474488.0,112340.0,27679.0,1884.0,141.0
claim,not verified,active,958100.0,389453.0,73324.0,7552.0,3196.0
claim,not verified,banned,866337.0,458347.0,174236.0,9909.0,4402.0
claim,not verified,active,200257.0,26992.0,1639.0,10.0,1.0
claim,not verified,active,100044.0,24574.0,9406.0,448.0,298.0
claim,not verified,under review,181427.0,407.0,109.0,0.0,0.0
claim,not verified,active,132069.0,21235.0,4089.0,452.0,255.0
claim,not verified,active,241233.0,160772.0,32631.0,2652.0,1072.0
claim,not verified,active,488275.0,125866.0,38528.0,697.0,376.0
claim,not verified,under review,726674.0,474207.0,64075.0,11476.0,6427.0
claim,not verified,active,225186.0,66778.0,5661.0,47.0,31.0
claim,not verified,active,713006.0,450023.0,117553.0,2951.0,1386.0
claim,not verified,banned,263471.0,138843.0,9848.0,3368.0,462.0
claim,not verified,active,632925.0,203333.0,35897.0,3943.0,648.0
claim,not verified,active,155129.0,22360.0,6956.0,147.0,70.0
claim,not verified,active,366424.0,77535.0,14688.0,784.0,417.0
claim,not verified,under review,650664.0,85681.0,18150.0,921.0,179.0
claim,not verified,active,727037.0,407748.0,101776.0,5856.0,1078.0
claim,not verified,active,442000.0,173999.0,29087.0,1280.0,433.0
claim,not verified,active,236870.0,49940.0,13028.0,579.0,356.0
claim,not verified,active,134787.0,67424.0,25744.0,123.0,45.0
claim,not verified,active,476387.0,225850.0,24597.0,92.0,13.0
claim,verified,active,578305.0,137486.0,19089.0,1355.0,689.0
claim,not verified,active,854597.0,258077.0,62335.0,1426.0,541.0
claim,not verified,active,515934.0,273430.0,102048.0,1037.0,297.0
claim,not verified,active,838084.0,466324.0,56003.0,8697.0,1211.0
claim,not verified,active,709732.0,158851.0,6991.0,1412.0,304.0
claim,not verified,banned,431638.0,142424.0,39031.0,31.0,18.0
claim,not verified,active,111457.0,61539.0,15897.0,750.0,454.0
claim,not verified,banned,163664.0,45452.0,1205.0,217.0,65.0
claim,not verified,under review,665269.0,183071.0,15239.0,3997.0,1867.0
claim,not verified,banned,995487.0,276715.0,37859.0,2251.0,1315.0
claim,not verified,under review,325646.0,56455.0,9076.0,569.0,148.0
claim,not verified,active,340473.0,143671.0,54456.0,3108.0,1091.0
claim,not verified,banned,55049.0,16447.0,2809.0,315.0,85.0
claim,not verified,active,824891.0,46854.0,15293.0,850.0,442.0
claim,not verified,active,785533.0,189926.0,38908.0,2426.0,474.0
claim,not verified,active,200685.0,127039.0,6914.0,1770.0,49.0
claim,not verified,active,661617.0,430114.0,101039.0,6042.0,3108.0
claim,not verified,banned,7229.0,3063.0,481.0,40.0,18.0
claim,not verified,active,532092.0,269442.0,77939.0,5624.0,28.0
claim,not verified,active,647274.0,204696.0,13277.0,1791.0,221.0
claim,not verified,active,773105.0,11728.0,4177.0,193.0,121.0
claim,not verified,active,651274.0,276156.0,104427.0,3506.0,1576.0
claim,verified,active,517547.0,326230.0,95329.0,5481.0,1638.0
claim,verified,under review,114197.0,40091.0,8040.0,422.0,113.0
claim,not verified,under review,394803.0,130357.0,33346.0,2273.0,26.0
claim,not verified,banned,97460.0,10497.0,2997.0,129.0,42.0
claim,not verified,active,806948.0,334663.0,46789.0,5494.0,2886.0
claim,not verified,active,714595.0,461383.0,68874.0,11007.0,3227.0
claim,not verified,active,535093.0,101998.0,35772.0,1921.0,1201.0
claim,not verified,under review,424280.0,239497.0,78335.0,5209.0,3374.0
claim,not verified,under review,419314.0,23504.0,5992.0,434.0,282.0
claim,not verified,active,909938.0,374727.0,75452.0,2829.0,670.0
claim,not verified,active,870385.0,409766.0,65037.0,6810.0,1937.0
claim,not verified,active,743968.0,415121.0,3858.0,9044.0,4956.0
claim,not verified,active,708722.0,235219.0,59552.0,993.0,184.0
claim,not verified,active,573794.0,89635.0,6740.0,1677.0,123.0
claim,not verified,active,129869.0,75438.0,20313.0,318.0,11.0
claim,not verified,under review,13293.0,2737.0,716.0,29.0,8.0
claim,verified,active,562622.0,253581.0,41561.0,752.0,204.0
claim,verified,active,115204.0,12209.0,2300.0,254.0,70.0
claim,not verified,under review,486280.0,129323.0,24049.0,1578.0,635.0
claim,not verified,active,573017.0,341016.0,47986.0,5693.0,1547.0
claim,not verified,active,436363.0,253666.0,83067.0,1816.0,891.0
claim,not verified,active,704574.0,314343.0,78792.0,1574.0,376.0
claim,not verified,active,104686.0,10396.0,1070.0,177.0,7.0
claim,not verified,active,238422.0,143020.0,33625.0,1691.0,90.0
claim,not verified,banned,451534.0,57529.0,14800.0,960.0,498.0
claim,not verified,active,716500.0,246200.0,42043.0,2668.0,453.0
claim,not verified,active,713430.0,362636.0,34433.0,3362.0,1876.0
claim,not verified,under review,486245.0,235530.0,43546.0,5640.0,3324.0
claim,not verified,active,346126.0,103996.0,36688.0,1831.0,386.0
claim,not verified,banned,203051.0,121801.0,41908.0,99.0,48.0
claim,not verified,active,778832.0,228532.0,18317.0,2487.0,572.0
claim,not verified,active,260370.0,33297.0,4284.0,280.0,170.0
claim,not verified,active,62784.0,29456.0,6248.0,137.0,50.0
claim,not verified,active,607730.0,150037.0,4454.0,358.0,195.0
claim,not verified,under review,377053.0,186985.0,48363.0,4058.0,1970.0
claim,not verified,active,937763.0,529138.0,36626.0,12118.0,2403.0
claim,not verified,under review,156561.0,19795.0,4270.0,296.0,47.0
claim,not verified,banned,944619.0,450595.0,56787.0,8838.0,2369.0
claim,not verified,banned,373724.0,49756.0,6635.0,359.0,56.0
claim,not verified,banned,275354.0,89677.0,24943.0,2104.0,722.0
claim,not verified,active,6503.0,747.0,179.0,2.0,1.0
claim,not verified,banned,343124.0,220957.0,48363.0,4224.0,1582.0
claim,not verified,active,879390.0,79698.0,22989.0,1042.0,535.0
claim,not verified,active,498842.0,71933.0,25680.0,1025.0,523.0
claim,not verified,under review,15223.0,9991.0,66.0,1.0,0.0
claim,not verified,under review,216172.0,5192.0,535.0,33.0,0.0
claim,not verified,active,238730.0,79272.0,2393.0,515.0,82.0
claim,not verified,active,293851.0,69224.0,2081.0,1470.0,344.0
claim,not verified,banned,608254.0,246687.0,21886.0,1104.0,15.0
claim,not verified,active,305844.0,75886.0,20319.0,356.0,203.0
claim,not verified,under review,998628.0,232394.0,43608.0,274.0,95.0
claim,not verified,under review,100328.0,33141.0,12095.0,733.0,488.0
claim,not verified,under review,855456.0,166889.0,27063.0,1137.0,735.0
claim,not verified,active,496025.0,70242.0,6218.0,432.0,83.0
claim,not verified,active,427791.0,109789.0,24821.0,2131.0,551.0
claim,not verified,active,17657.0,8745.0,2626.0,197.0,76.0
claim,not verified,active,962095.0,19703.0,2650.0,43.0,3.0
claim,not verified,active,610984.0,288631.0,81319.0,1681.0,552.0
claim,not verified,active,108405.0,5394.0,1850.0,52.0,9.0
claim,not verified,active,609678.0,368571.0,38783.0,383.0,154.0
claim,not verified,active,722365.0,99281.0,27426.0,597.0,201.0
claim,not verified,banned,374595.0,53403.0,19029.0,389.0,153.0
claim,not verified,banned,100607.0,64831.0,25717.0,1118.0,176.0
claim,not verified,banned,84544.0,6095.0,1856.0,139.0,10.0
claim,not verified,active,253172.0,59010.0,2640.0,589.0,165.0
claim,not verified,active,328394.0,108512.0,36377.0,13.0,7.0
claim,not verified,under review,940073.0,186037.0,67331.0,1006.0,161.0
claim,not verified,active,630235.0,304142.0,21854.0,219.0,51.0
claim,not verified,active,979829.0,486796.0,151961.0,212.0,109.0
claim,not verified,active,788681.0,262835.0,32092.0,1898.0,1232.0
claim,not verified,banned,488954.0,90902.0,27961.0,589.0,114.0
claim,not verified,active,204514.0,10479.0,3465.0,56.0,26.0
claim,not verified,active,901050.0,345003.0,68071.0,2094.0,1165.0
claim,not verified,active,852546.0,318758.0,112435.0,2309.0,1204.0
claim,not verified,banned,262635.0,63030.0,4086.0,1256.0,96.0
claim,not verified,active,661151.0,271130.0,52161.0,6075.0,3218.0
claim,not verified,banned,596150.0,155588.0,7542.0,2058.0,407.0
claim,not verified,under review,52893.0,22199.0,4392.0,120.0,23.0
claim,not verified,active,426403.0,81892.0,14694.0,1144.0,675.0
claim,not verified,active,950418.0,368270.0,46104.0,538.0,357.0
claim,not verified,under review,337778.0,222851.0,75019.0,3075.0,756.0
claim,not verified,active,514375.0,60269.0,22490.0,221.0,89.0
claim,not verified,banned,61017.0,1964.0,73.0,6.0,3.0
claim,not verified,banned,26076.0,5783.0,952.0,44.0,0.0
claim,not verified,active,911716.0,79671.0,23238.0,422.0,47.0
claim,not verified,active,372581.0,225451.0,82267.0,2017.0,878.0
claim,not verified,active,663506.0,266090.0,54780.0,150.0,75.0
claim,not verified,active,231441.0,83750.0,13421.0,25.0,3.0
claim,not verified,active,442411.0,57606.0,2937.0,1260.0,622.0
claim,not verified,active,746802.0,174072.0,68391.0,2979.0,1526.0
claim,not verified,banned,115104.0,67927.0,3595.0,1358.0,109.0
claim,not verified,under review,201515.0,65089.0,19475.0,325.0,59.0
claim,not verified,active,584755.0,205375.0,59232.0,2596.0,1426.0
claim,not verified,active,820323.0,338806.0,37561.0,5979.0,571.0
claim,verified,active,473227.0,227144.0,41479.0,441.0,253.0
claim,not verified,under review,702734.0,224395.0,79896.0,5375.0,1227.0
claim,not verified,active,966475.0,98790.0,15105.0,59.0,37.0
claim,not verified,active,409394.0,124240.0,35124.0,1029.0,96.0
claim,not verified,active,64706.0,4720.0,818.0,34.0,0.0
claim,not verified,active,453474.0,114429.0,10022.0,2278.0,1309.0
claim,not verified,active,621058.0,243846.0,65853.0,221.0,66.0
claim,not verified,under review,958797.0,418352.0,115221.0,5069.0,1894.0
claim,not verified,active,271160.0,165169.0,50372.0,314.0,43.0
claim,not verified,banned,658181.0,282520.0,35518.0,2515.0,785.0
claim,not verified,under review,477598.0,202844.0,29628.0,396.0,241.0
claim,not verified,active,82347.0,33637.0,12581.0,121.0,75.0
claim,not verified,under review,334361.0,7644.0,1778.0,23.0,15.0
claim,not verified,banned,911801.0,107026.0,23212.0,324.0,121.0
claim,not verified,active,682274.0,211071.0,34283.0,3354.0,1581.0
claim,not verified,active,581614.0,220754.0,11198.0,5241.0,2238.0
claim,not verified,active,248844.0,9069.0,2648.0,222.0,98.0
claim,not verified,active,144085.0,54458.0,6225.0,1063.0,387.0
claim,not verified,active,626291.0,303718.0,79293.0,3931.0,1502.0
claim,not verified,active,427749.0,144805.0,30366.0,3476.0,1575.0
claim,not verified,active,532654.0,265664.0,83879.0,3158.0,164.0
claim,not verified,active,489338.0,275329.0,69047.0,5826.0,1199.0
claim,not verified,active,85110.0,12016.0,4728.0,177.0,94.0
claim,not verified,under review,274442.0,71737.0,20194.0,1619.0,130.0
claim,not verified,banned,253192.0,166544.0,15804.0,2119.0,174.0
claim,not verified,active,335268.0,22958.0,2343.0,560.0,161.0
claim,not verified,active,799617.0,133202.0,32398.0,1666.0,1013.0
claim,not verified,under review,943827.0,358072.0,91198.0,3976.0,975.0
claim,not verified,banned,184472.0,44512.0,6065.0,168.0,96.0
claim,not verified,active,279786.0,119899.0,35664.0,594.0,40.0
claim,not verified,active,170578.0,21461.0,679.0,411.0,262.0
claim,not verified,active,755479.0,361280.0,39785.0,5355.0,1502.0
claim,not verified,active,400853.0,70835.0,24615.0,1258.0,352.0
claim,not verified,active,438857.0,103807.0,4351.0,2366.0,712.0
claim,not verified,active,445213.0,88325.0,33115.0,1225.0,689.0
claim,not verified,active,692611.0,314544.0,82398.0,2555.0,1557.0
claim,not verified,active,910347.0,159002.0,19714.0,3004.0,1570.0
claim,not verified,active,340914.0,31788.0,9046.0,69.0,11.0
claim,not verified,active,976111.0,526501.0,204401.0,6609.0,4309.0
claim,not verified,active,203115.0,120977.0,13565.0,2817.0,1746.0
claim,not verified,banned,168030.0,39069.0,655.0,144.0,82.0
claim,not verified,active,636762.0,37161.0,3800.0,534.0,153.0
claim,not verified,active,624908.0,97727.0,30845.0,518.0,344.0
claim,not verified,active,833233.0,477259.0,42418.0,4527.0,2386.0
claim,not verified,active,425830.0,21035.0,6899.0,415.0,7.0
claim,not verified,active,996499.0,654588.0,105992.0,13297.0,3010.0
claim,not verified,active,378176.0,176895.0,55827.0,1837.0,440.0
claim,not verified,banned,17356.0,4082.0,1500.0,20.0,2.0
claim,not verified,under review,939062.0,360692.0,3946.0,1587.0,328.0
claim,not verified,under review,846609.0,275693.0,23240.0,3399.0,358.0
claim,not verified,banned,602917.0,331145.0,80152.0,2796.0,1367.0
claim,not verified,active,51803.0,19323.0,1149.0,464.0,170.0
claim,not verified,active,951534.0,188173.0,27116.0,3665.0,43.0
claim,not verified,under review,60130.0,37663.0,1942.0,908.0,538.0
claim,not verified,active,126725.0,44993.0,15073.0,585.0,29.0
claim,not verified,under review,740318.0,190350.0,2296.0,3003.0,125.0
claim,not verified,under review,263799.0,89148.0,295.0,24.0,4.0
claim,not verified,active,315645.0,83137.0,23715.0,466.0,201.0
claim,not verified,active,508328.0,127008.0,9095.0,607.0,402.0
claim,not verified,active,202551.0,74886.0,5065.0,231.0,60.0
claim,not verified,active,928296.0,500897.0,187611.0,9564.0,4806.0
claim,not verified,active,610774.0,362323.0,96482.0,3358.0,196.0
claim,not verified,active,465596.0,4216.0,111.0,31.0,4.0
claim,not verified,banned,80889.0,48997.0,5750.0,846.0,471.0
claim,not verified,under review,289572.0,89211.0,20454.0,1194.0,76.0
claim,not verified,active,314866.0,73253.0,27622.0,543.0,259.0
claim,not verified,banned,382385.0,13869.0,3491.0,166.0,86.0
claim,not verified,active,763702.0,277504.0,88036.0,4464.0,404.0
claim,not verified,under review,120592.0,57494.0,1550.0,1055.0,658.0
claim,not verified,under review,243725.0,137360.0,2256.0,741.0,163.0
claim,not verified,banned,247727.0,142864.0,1827.0,2148.0,1088.0
claim,not verified,active,243361.0,4500.0,1076.0,82.0,12.0
claim,not verified,active,136306.0,31283.0,3588.0,54.0,27.0
claim,not verified,under review,462392.0,27954.0,4790.0,241.0,108.0
claim,not verified,active,156773.0,79134.0,7739.0,1813.0,452.0
claim,not verified,under review,921270.0,575594.0,168891.0,7009.0,1057.0
claim,not verified,under review,489159.0,72163.0,26068.0,1518.0,399.0
claim,not verified,active,902341.0,89008.0,11152.0,1539.0,673.0
claim,not verified,active,722768.0,363026.0,135365.0,5308.0,2469.0
claim,not verified,active,41627.0,12448.0,3554.0,130.0,44.0
claim,not verified,active,175049.0,8103.0,754.0,111.0,20.0
claim,not verified,under review,433837.0,103727.0,24951.0,1111.0,154.0
claim,not verified,under review,363906.0,43062.0,7021.0,93.0,40.0
claim,not verified,active,371727.0,113966.0,29785.0,1508.0,599.0
claim,not verified,active,448458.0,154898.0,60690.0,1811.0,501.0
claim,not verified,under review,723683.0,186840.0,69829.0,3692.0,2139.0
claim,not verified,under review,435469.0,137225.0,29292.0,3357.0,1418.0
claim,not verified,under review,477245.0,10208.0,2500.0,76.0,10.0
claim,not verified,under review,465985.0,60171.0,16220.0,1212.0,125.0
claim,not verified,under review,86203.0,6054.0,398.0,116.0,57.0
claim,not verified,active,632933.0,413552.0,9250.0,6000.0,3935.0
claim,not verified,banned,174243.0,63649.0,5556.0,904.0,328.0
claim,not verified,active,354422.0,203469.0,31113.0,2465.0,1409.0
claim,not verified,active,509967.0,257989.0,50060.0,663.0,112.0
claim,not verified,active,890931.0,528242.0,18793.0,5599.0,3336.0
claim,not verified,active,761464.0,24833.0,600.0,59.0,5.0
claim,not verified,active,836704.0,315481.0,28394.0,7610.0,1635.0
claim,not verified,active,262544.0,86488.0,24389.0,796.0,395.0
claim,not verified,active,267959.0,37842.0,5813.0,688.0,313.0
claim,not verified,active,237947.0,105782.0,29331.0,2494.0,1608.0
claim,not verified,active,354643.0,74339.0,10046.0,531.0,81.0
claim,not verified,active,744450.0,423343.0,141139.0,7840.0,267.0
claim,not verified,active,934594.0,261944.0,59367.0,4740.0,360.0
claim,not verified,active,972024.0,603541.0,82709.0,11366.0,1534.0
claim,not verified,under review,341281.0,19769.0,1415.0,35.0,1.0
claim,not verified,banned,800414.0,154667.0,13895.0,1361.0,47.0
claim,not verified,active,459687.0,107457.0,32104.0,1099.0,702.0
claim,not verified,active,269408.0,923.0,211.0,7.0,3.0
claim,not verified,active,953914.0,548050.0,109931.0,5799.0,377.0
claim,verified,under review,285136.0,21482.0,160.0,398.0,41.0
claim,not verified,active,2543.0,108.0,34.0,0.0,0.0
claim,not verified,active,812304.0,311328.0,28786.0,3021.0,1625.0
claim,not verified,active,84464.0,51447.0,18237.0,629.0,251.0
claim,not verified,active,508876.0,171860.0,35371.0,3596.0,1989.0
claim,not verified,active,938494.0,397347.0,154194.0,7303.0,3890.0
claim,not verified,active,266288.0,37291.0,14597.0,287.0,162.0
claim,not verified,active,913814.0,513585.0,94924.0,11928.0,3762.0
claim,not verified,active,127452.0,38304.0,6280.0,541.0,232.0
claim,not verified,active,677519.0,113269.0,10742.0,837.0,205.0
claim,not verified,active,174150.0,56822.0,12823.0,771.0,248.0
claim,verified,active,657990.0,298010.0,39070.0,5544.0,2959.0
claim,not verified,active,132561.0,37639.0,8275.0,710.0,418.0
claim,not verified,active,110635.0,42023.0,8808.0,631.0,131.0
claim,not verified,active,888859.0,54635.0,17997.0,528.0,67.0
claim,not verified,active,341721.0,210105.0,19589.0,3451.0,212.0
claim,not verified,active,891768.0,450921.0,170157.0,6333.0,603.0
claim,not verified,active,236705.0,6428.0,2116.0,135.0,15.0
claim,not verified,active,462454.0,108312.0,1967.0,1201.0,453.0
claim,not verified,under review,670854.0,256116.0,28557.0,4854.0,982.0
claim,not verified,active,580055.0,134862.0,17725.0,3370.0,1435.0
claim,not verified,under review,976090.0,488522.0,52483.0,4819.0,1221.0
claim,not verified,active,294845.0,93371.0,35982.0,1682.0,61.0
claim,not verified,active,91455.0,2759.0,827.0,15.0,7.0
claim,not verified,active,923401.0,187082.0,36257.0,2358.0,226.0
claim,not verified,under review,88176.0,25036.0,5981.0,361.0,192.0
claim,not verified,active,894298.0,451240.0,23441.0,2008.0,1071.0
claim,not verified,under review,108045.0,25294.0,7138.0,442.0,13.0
claim,not verified,active,931623.0,431220.0,144084.0,7423.0,3203.0
claim,not verified,active,401261.0,108529.0,31581.0,1016.0,475.0
claim,not verified,active,256773.0,105275.0,35462.0,380.0,65.0
claim,not verified,active,835446.0,51765.0,13197.0,494.0,264.0
claim,not verified,active,144491.0,23960.0,5937.0,334.0,160.0
claim,not verified,active,304595.0,155893.0,21060.0,1550.0,544.0
claim,verified,banned,219257.0,33328.0,1433.0,811.0,75.0
claim,not verified,active,514064.0,213766.0,24939.0,4831.0,296.0
claim,not verified,active,991024.0,204273.0,3896.0,2546.0,1166.0
claim,not verified,active,508505.0,99415.0,3824.0,1204.0,445.0
claim,not verified,active,664801.0,384754.0,54938.0,6444.0,4175.0
claim,not verified,active,423101.0,53033.0,16648.0,1205.0,292.0
claim,not verified,under review,61892.0,32062.0,5452.0,244.0,52.0
claim,not verified,active,658519.0,277852.0,70482.0,6227.0,2405.0
claim,not verified,active,571168.0,293634.0,87953.0,7303.0,1174.0
claim,not verified,active,241251.0,158158.0,15036.0,2225.0,122.0
claim,not verified,active,408934.0,27294.0,1844.0,229.0,113.0
claim,not verified,active,275243.0,157059.0,27823.0,2479.0,1434.0
claim,not verified,active,728700.0,256840.0,96295.0,4664.0,1974.0
claim,not verified,under review,377794.0,217035.0,40659.0,1859.0,767.0
claim,not verified,active,574947.0,219597.0,1658.0,3726.0,1435.0
claim,not verified,active,842421.0,308656.0,76737.0,1109.0,610.0
claim,not verified,active,421445.0,151628.0,7648.0,1314.0,343.0
claim,not verified,under review,235726.0,129180.0,37605.0,478.0,250.0
claim,not verified,active,641248.0,151113.0,30718.0,3094.0,798.0
claim,not verified,active,610110.0,313797.0,101485.0,5376.0,1493.0
claim,not verified,under review,467457.0,4950.0,146.0,50.0,4.0
claim,not verified,active,666642.0,239028.0,6665.0,848.0,491.0
claim,not verified,active,470803.0,199363.0,74829.0,4622.0,797.0
claim,not verified,active,798285.0,240771.0,66038.0,3301.0,1657.0
claim,not verified,under review,816773.0,218480.0,41257.0,1071.0,602.0
claim,not verified,banned,119476.0,72518.0,20577.0,1403.0,519.0
claim,not verified,active,271250.0,64186.0,17593.0,496.0,156.0
claim,not verified,active,479389.0,94932.0,6193.0,1741.0,292.0
claim,not verified,banned,320696.0,178355.0,55998.0,1106.0,630.0
claim,not verified,banned,88978.0,2424.0,624.0,7.0,4.0
claim,not verified,banned,752643.0,335083.0,87493.0,8075.0,4598.0
claim,not verified,active,333374.0,185945.0,53716.0,4381.0,1240.0
claim,not verified,active,382731.0,117442.0,8985.0,591.0,316.0
claim,not verified,active,540888.0,26764.0,9416.0,638.0,297.0
claim,not verified,under review,448440.0,51571.0,1769.0,627.0,3.0
claim,not verified,active,867708.0,29134.0,4954.0,253.0,112.0
claim,not verified,active,961853.0,630672.0,192783.0,6798.0,2212.0
claim,not verified,active,898208.0,51242.0,17567.0,222.0,3.0
claim,not verified,active,205974.0,73322.0,22172.0,1324.0,373.0
claim,not verified,under review,445528.0,264508.0,82616.0,1905.0,454.0
claim,not verified,active,778704.0,434407.0,66981.0,7191.0,2703.0
claim,not verified,active,43776.0,16002.0,144.0,182.0,2.0
claim,not verified,under review,483502.0,230848.0,68558.0,4054.0,1847.0
claim,not verified,active,639717.0,52540.0,33.0,1170.0,225.0
claim,verified,under review,647823.0,321373.0,24158.0,2456.0,1108.0
claim,not verified,active,537448.0,342059.0,10326.0,6809.0,2037.0
claim,not verified,active,829850.0,283314.0,72792.0,2686.0,1155.0
claim,not verified,under review,40103.0,3357.0,239.0,54.0,20.0
claim,not verified,active,583122.0,97964.0,19908.0,191.0,68.0
claim,not verified,active,928680.0,521496.0,19474.0,2919.0,148.0
claim,not verified,banned,851700.0,248507.0,6789.0,3713.0,1291.0
claim,not verified,active,587248.0,262632.0,58325.0,843.0,95.0
claim,not verified,active,676510.0,5955.0,1025.0,102.0,60.0
claim,not verified,active,572124.0,313523.0,75856.0,5523.0,374.0
claim,verified,active,50689.0,11575.0,3315.0,161.0,28.0
claim,not verified,active,951402.0,173795.0,28282.0,1411.0,114.0
claim,not verified,active,792875.0,117240.0,438.0,89.0,5.0
claim,not verified,active,867990.0,114680.0,31738.0,1627.0,963.0
claim,not verified,active,137699.0,26004.0,1219.0,473.0,141.0
claim,not verified,active,228168.0,56690.0,21680.0,944.0,548.0
claim,not verified,under review,802498.0,330638.0,22280.0,3215.0,237.0
claim,not verified,active,215449.0,61459.0,9093.0,1014.0,211.0
claim,not verified,under review,832037.0,167792.0,29170.0,3610.0,709.0
claim,not verified,banned,465198.0,146890.0,25473.0,1039.0,147.0
claim,not verified,active,415472.0,251684.0,8783.0,3599.0,1396.0
claim,not verified,active,233191.0,151206.0,49701.0,228.0,23.0
claim,verified,active,676573.0,344264.0,41088.0,1550.0,884.0
claim,not verified,active,144916.0,39436.0,9853.0,970.0,627.0
claim,not verified,under review,676770.0,127103.0,31475.0,2603.0,462.0
claim,not verified,active,34439.0,1471.0,318.0,15.0,2.0
